status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,_range_flag,age_group,credit_amount_per_duration,credit_per_person
no checking account,18,delay in paying off in the past,domestic appliances,2320,... < 100 DM,unemployed,2,male : married/widowed,none,3,real estate,34,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",128.88888888888889,2320.0
no checking account,7,delay in paying off in the past,domestic appliances,846,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,36,none,for free,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",120.85714285714286,846.0
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318,... < 100 DM,... >= 7 years,4,male : single,none,2,unknown/no property,57,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(50, 60]",397.72222222222223,14318.0
no checking account,6,critical account/other credits existing,car (new),362,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,52,none,own,2,unskilled - resident,1,no,yes,1,False,"(50, 60]",60.333333333333336,362.0
... < 100 DM,20,existing credits paid back duly till now,radio/television,2212,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,39,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",110.6,2212.0
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,38,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(30, 40]",720.8888888888889,12976.0
no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",58.31818181818182,1283.0
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",110.83333333333333,1330.0
no checking account,30,delay in paying off in the past,others,4272,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/life insurance,26,none,own,2,unskilled - resident,1,no,yes,1,False,"(18, 30]",142.4,4272.0
no checking account,18,critical account/other credits existing,domestic appliances,2238,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,25,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",124.33333333333333,2238.0
no checking account,18,existing credits paid back duly till now,domestic appliances,1126,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",62.55555555555556,1126.0
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,7374,... < 100 DM,unemployed,4,male : single,none,4,building society savings agreement/life insurance,40,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",409.6666666666667,7374.0
0 <= ... < 200 DM,15,critical account/other credits existing,others,2326,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,4,car or other,27,bank,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",155.06666666666666,2326.0
no checking account,9,existing credits paid back duly till now,others,1449,... < 100 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,car or other,27,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",161.0,1449.0
no checking account,18,existing credits paid back duly till now,car (new),1820,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,building society savings agreement/life insurance,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(18, 30]",101.11111111111111,1820.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,983,... >= 1000 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,no,yes,1,False,"(18, 30]",81.91666666666667,983.0
... < 100 DM,36,existing credits paid back duly till now,car (new),3249,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,unknown/no property,39,bank,for free,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,False,"(30, 40]",90.25,1624.5
... < 100 DM,6,critical account/other credits existing,domestic appliances,1957,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,car or other,31,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",326.1666666666667,1957.0
no checking account,9,critical account/other credits existing,radio/television,2406,... < 100 DM,unemployed,2,male : single,none,3,car or other,31,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,False,"(30, 40]",267.3333333333333,2406.0
0 <= ... < 200 DM,39,delay in paying off in the past,retraining,11760,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",301.53846153846155,11760.0
... < 100 DM,12,existing credits paid back duly till now,radio/television,2578,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,55,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,False,"(50, 60]",214.83333333333334,2578.0
... < 100 DM,36,critical account/other credits existing,radio/television,2348,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,building society savings agreement/life insurance,46,none,own,2,skilled employee/official,1,yes,yes,1,False,"(40, 50]",65.22222222222223,2348.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1223,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,1,real estate,46,none,rent,2,skilled employee/official,1,no,yes,0,True,"(40, 50]",101.91666666666667,1223.0
no checking account,24,critical account/other credits existing,domestic appliances,1516,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,real estate,43,none,own,2,unskilled - resident,1,no,yes,1,False,"(40, 50]",63.166666666666664,1516.0
no checking account,18,existing credits paid back duly till now,domestic appliances,1473,... < 100 DM,... < 1 year,3,male : married/widowed,none,4,real estate,39,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",81.83333333333333,1473.0
0 <= ... < 200 DM,18,critical account/other credits existing,others,1887,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,28,bank,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",104.83333333333333,1887.0
no checking account,24,delay in paying off in the past,others,8648,... < 100 DM,... < 1 year,2,male : single,none,2,car or other,27,bank,own,2,skilled employee/official,1,yes,yes,0,True,"(18, 30]",360.3333333333333,8648.0
no checking account,14,delay in paying off in the past,car (new),802,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,27,none,own,2,unskilled - resident,1,no,yes,1,False,"(18, 30]",57.285714285714285,802.0
0 <= ... < 200 DM,18,delay in paying off in the past,car (new),2899,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,43,none,own,1,skilled employee/official,2,no,yes,1,False,"(40, 50]",161.05555555555554,1449.5
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,2039,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,building society savings agreement/life insurance,22,none,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",84.95833333333333,2039.0
no checking account,24,critical account/other credits existing,car (used),2197,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,43,none,own,2,skilled employee/official,2,yes,yes,1,False,"(40, 50]",91.54166666666667,1098.5
... < 100 DM,15,existing credits paid back duly till now,domestic appliances,1053,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,27,none,own,1,skilled employee/official,1,no,no,1,False,"(18, 30]",70.2,1053.0
no checking account,24,existing credits paid back duly till now,domestic appliances,3235,500 <= ... < 1000 DM,... >= 7 years,3,male : divorced/separated,none,2,car or other,26,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(18, 30]",134.79166666666666,3235.0
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,car (new),939,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : married/widowed,none,2,real estate,28,none,own,3,skilled employee/official,1,yes,yes,0,True,"(18, 30]",78.25,939.0
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,1967,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,car or other,20,none,own,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",81.95833333333333,1967.0
no checking account,33,critical account/other credits existing,car (used),7253,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,car or other,35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",219.78787878787878,7253.0
no checking account,12,critical account/other credits existing,others,2292,... < 100 DM,unemployed,4,male : single,none,2,car or other,42,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(40, 50]",191.0,2292.0
no checking account,10,existing credits paid back duly till now,car (new),1597,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male : single,none,2,unknown/no property,40,none,rent,1,unskilled - resident,2,no,no,1,False,"(30, 40]",159.7,798.5
... < 100 DM,24,existing credits paid back duly till now,car (new),1381,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",57.541666666666664,1381.0
no checking account,36,critical account/other credits existing,car (used),5842,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,35,none,own,2,skilled employee/official,2,yes,yes,1,False,"(30, 40]",162.27777777777777,2921.0
... < 100 DM,12,existing credits paid back duly till now,car (new),2579,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,own,1,unskilled - resident,2,no,yes,0,True,"(30, 40]",214.91666666666666,1289.5
... < 100 DM,18,delay in paying off in the past,retraining,8471,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,car or other,23,none,rent,2,skilled employee/official,1,yes,yes,1,False,"(18, 30]",470.6111111111111,8471.0
no checking account,21,existing credits paid back duly till now,car (new),2782,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,31,bank,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,False,"(30, 40]",132.47619047619048,2782.0
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),1042,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",57.888888888888886,1042.0
no checking account,15,existing credits paid back duly till now,car (new),3186,... >= 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,3,car or other,20,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",212.4,3186.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (used),2028,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,car or other,30,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",169.0,2028.0
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),958,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,real estate,47,none,own,2,unskilled - resident,2,no,yes,1,False,"(40, 50]",79.83333333333333,479.0
no checking account,21,delay in paying off in the past,radio/television,1591,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,3,real estate,34,none,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,1,False,"(30, 40]",75.76190476190476,1591.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,2762,unknown/no savings account,... >= 7 years,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,25,bank,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",230.16666666666666,2762.0
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),2779,... < 100 DM,1 <= ... < 4 years,1,male : married/widowed,none,3,car or other,21,none,rent,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",154.38888888888889,2779.0
no checking account,28,critical account/other credits existing,domestic appliances,2743,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,29,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",97.96428571428571,2743.0
no checking account,18,critical account/other credits existing,domestic appliances,1149,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,46,none,own,2,skilled employee/official,1,no,yes,1,False,"(40, 50]",63.833333333333336,1149.0
no checking account,9,existing credits paid back duly till now,radio/television,1313,... < 100 DM,... >= 7 years,1,male : single,none,4,car or other,20,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",145.88888888888889,1313.0
